title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
킬러파티 (양수리 살인사건),"공연실황, 뮤지컬",한국,120분,2021 .03.31 개봉,김건,"양준모, 신영숙, 알리",15세 관람가,"""킬러파티, 양수리 살인사건에 관한 9개의 에피소드""
 
 신망 높은 양수리 파출소 국민 경찰 ‘신순경’ 형사는 집안일을 마치고 자신의 회고록을 작성하기 시작한다. 과거의 기억으로 돌아가 양수리의 한 극장 연출가, ‘정관장’의 저택에서부터 시작한다.
 …
 '정관장’은 노래를 흥얼거리며 저녁 파티를 준비한다.
 그는 자신이 쓴 새로운 작품의 출연 배우들을 집으로 초대했다.
 초대된 배우들은 모두 각자의 역할로 차려 입고 ‘정관장’의 저택으로 모인다.
 
 ‘정관장’이 새로 쓴 작품은 선상 보트에서 일어나는 살인사건을 다루고 있는데,
 그는 인생의 걸작을 썼다고 자부하며 한껏 신이 나있다.
 배우들과 각자 한마디씩 이 작품과 역할에 대해 이야기를 하던 중
 갑자기 불이 꺼지고 비명소리가 들린다.
 
 60초 후 불이 켜지자 ‘정관장’이 수프 접시에 고개를 떨구며 쓰러진다.
 사람들은 그가 자신이 쓴 작품에 맞게 연기를 하는 줄 알지만,
 이내 그가 의식이 없다는 것을 발견한다.
 
 과연 살인자는 누구일까.",https://movie-phinf.pstatic.net/20210324_126/1616563930669n1S2Y_JPEG/movie_image.jpg?type=m203_290_2
킬링,드라마,일본,79분,2021 .04.07 개봉,츠카모토 신야,"츠카모토 신야, 이케마츠 소스케, 아오이 유우",청소년 관람불가,"일본 에도 시대, 주인이 없는 사무라이 모쿠노신은 농부의 아들과 대련하며 검술을 연마한다.
 평화로운 시기처럼 보이지만 미국의 배는 해안가에 정박 중이고, 파란 눈의 외국인 사령관은 무역 협상을 위해 에도 막부를 찾는다.
 농부의 딸 유는 모쿠노신이 동생과 검술을 연마하는 것이 내키지 않지만, 자신도 모르게 모쿠노신에게 마음이 끌린다. 유는 흠모하는 모쿠노신이 징집될까 노심초사한다.
 하지만 로닌과 사와무라가 무사가 될만한 인재를 찾아 그들의 마을을 찾아오고 뒤이어 무법자 패거리가 마을 언저리에 자리잡으면서, 모쿠노신은 전쟁에 휘말리고 그들의 삶은 영원히 바뀐다.",https://movie-phinf.pstatic.net/20210108_168/1610092375568xSBIH_JPEG/movie_image.jpg?type=m203_290_2
킬링 오브 투 러버스,멜로/로맨스,미국,84분,2021 .10.14 개봉,로버트 맥호이안,"클레인 크로포드, 세피데 모아피, 크리스 코이",12세 관람가,"‘니키’와 서로 다른 사람을 만나는 것에 동의하고 별거 중인 ‘데이빗’은
 우연히 아내의 연인 ‘데릭’의 존재를 알게 된 후 참을 수 없는 분노를 느낀다.
 한편, 결혼과 육아로 단절되어버린 꿈을 이루기 위해 로펌에 취직한 ‘니키’는
 같은 건물에 근무하는 ‘데릭’에게 점점 호감을 갖게 되고
 ‘니키’와의 관계를 보다 발전시키고픈 ‘데릭’은
 밤마다 그녀의 집으로 찾아가면서 그녀를 온전히 소유하고픈 욕망을 키워간다.
 
 서로의 곁에 머물고 싶은 세 연인의 욕망은
 그들을 위태로운 소용돌이 속으로 몰아넣는데…",https://movie-phinf.pstatic.net/20210929_164/1632878025554huq1y_JPEG/movie_image.jpg?type=m203_290_2
타다: 대한민국 스타트업의 초상,다큐멘터리,한국,91분,2021 .10.14 개봉,권명국,박재욱(본인/제이크),전체 관람가,"한국의 우버로 불리며 폭발적으로 성장하던 모빌리티 플랫폼 타다(TADA).
 출시한 지 9개월 만에 100만 유저를 확보하며 승승장구하던 중 택시업계의 반발로 법적 공방에 휘말린다.
 뜨거운 논란 속 치러진 1심에서 무죄 판결을 받은 날, 모든 팀원들은 함께 모여 ‘종이컵 와인 파티’로 자축한다.
 하지만 그로부터 단 14일 뒤, ‘타다금지법’이 통과됐다는 청천벽력의 소식이 들려오는데...
 그들은 이 최악의 위기를 뚫고 타다를 새롭게 부활시킬 수 있을까?
 
 모빌리티 플랫폼 타다의 이야기로 세상에 공개되는
 ‘스타트업’에 대한 국내 최초의 다큐멘터리 필름",https://movie-phinf.pstatic.net/20210915_261/1631670024795pzRWY_JPEG/movie_image.jpg?type=m203_290_2
타인의 친절,드라마,영국,115분,2021 .04.07 개봉,론 쉐르픽,"조 카잔(클라라), 타하르 라힘(마크), 빌 나이(티모피)",12세 관람가,"모두가 꿈을 안고 찾아오지만,
 누구나 길을 잃을 수 있는 뉴욕.
 그곳에서 서로를 발견한 여섯 사람의 이야기",https://movie-phinf.pstatic.net/20210414_289/1618363382896pPmAf_JPEG/movie_image.jpg?type=m203_290_2
태양을 덮다,드라마,일본,90분,2021 .03.11 개봉,사토 후토시,키타무라 유키야,전체 관람가,"정치부 기자인 나베시마는 지진과 정부의 대처를 취재하던 중, 무언가 심상찮은 일이 일어나고 있음을 눈치챈다. 어렵사리 얻어낸 정보는, 지진으로 후쿠시마 원전 냉각장치가 멈추었다는 것!
 그러나 정보는 제한되어 있고 정부의 대처는 답답하기만 하다.
 직접 도비(東日)전력 원자력부에 몸담았던 요코하마씨를 찾아내 취재하는 나베시마. 그러나 그가 말해주는 진실들은 더욱 놀라운데…
 패닉에 빠져버린 정부 관계자들과 과학자들, 그리고 정든 고향을 떠나야만 하는 사람들.
 모두가 어찌할 바를 몰랐던 혼란, 그 날들의 기록.",https://movie-phinf.pstatic.net/20210225_298/1614238427173rnmCU_JPEG/movie_image.jpg?type=m203_290_2
턴: 더 스트릿,"드라마, 멜로/로맨스",한국,87분,2021 .03.31 개봉,임석진,"김승훈, 홍은기, 최연청",12세 관람가,"스페이스엔터테인먼트 연습생인 '승훈'은
 곧 데뷔를 앞두고 지쳐있던 '진'과 우연한 계기로
 친해진 후 서로 응원해주는 사이가 된다.
 
 열심히 연습을 하던 어느 날 그 둘은 스트레스를 해소하기 위해 함께 땡땡이를 치고
 기획사 대표에게 걸려 '승훈'은 기획사를 나오게 된다.
 
 이후 '승훈'은 춤을 포기하지 않고 연습생 생활을 같이 한 '종윤'과 함께
 [더 스트릿 스타] 댄스 경연대회에 도전하기로 한다.
 방황하던 댄서들을 모아 새로운 팀 ‘마운틴 크루’를 만들게 되는데...
 
 춤에 미친 청춘들의 무대가 펼쳐진다!",https://movie-phinf.pstatic.net/20210308_204/16151690232671pLCj_JPEG/movie_image.jpg?type=m203_290_2
테이큰 하드체이싱,"액션, 스릴러",미국,84분,2021 .04.08 개봉,아이삭 플로렌틴,"스콧 앳킨스, 스티븐 엘더, 마리오 반 피블스",15세 관람가,"아들 '테일러'와 함께 멕시코로 이사 온 싱글 대디 '리차드'
 
 갑작스러운 공격에 쓰러지게 된 '리차드'는
 알 수 없는 정체로부터 전화를 받게 된다.
 그는 비밀정보요원 시절 리차드 이름인 '네로'를 언급하며,
 아들 '테일러'의 목숨을 담보로 무시무시한 제안을 하는데..
 
 바로, 멕시코 거대 범죄 조직 카르텔을 모두 처치해야 하는 것.
 
 아들을 살리기 위해
 15년 만에 다시 총을 잡아야 하는 '리차드'
 
 소중한 것을 위해,
 모든 것을 건 외로운 사투가 시작된다!",https://movie-phinf.pstatic.net/20210318_121/1616034646370DMUNw_JPEG/movie_image.jpg?type=m203_290_2
테인티드,"액션, 범죄, 스릴러",미국,90분,2021 .06 개봉,브렌트 코티,"앨런 밴 스프랑, 존 랄스톤, 사라 와이즈글라스",청소년 관람불가,"조직에게 버림받고 15년의 수감생활 끝에 출소해 두문불출하던 ‘랜스’는
 과거로부터 완전히 자유로워지고자 또 한 번 위험천만한 제안을 수락한다.
 반대파 조직원들을 순식간에 해치운 ‘랜스’의 범행 현장을 목격한 생존자가
 경찰의 보호를 받게 되자 위협을 느낀 조직은 증거를 없애기 위해 '랜스'를 제거하려하고,
 그의 유일한 친구인 ‘안나’에게 마저 손길을 뻗치는데...",https://movie-phinf.pstatic.net/20210524_144/1621838648253yzCw3_JPEG/movie_image.jpg?type=m203_290_2
토베 얀손,드라마,핀란드,102분,2021 .09.16 개봉,자이다 베르그로트,"알마 포이스티, 크리스타 코소넨, 샨티 로니",15세 관람가,"자유로운 영혼을 가진 예술가 토베는
 삽화 의뢰로 알게 된 연극 연출가 비비카와
 강렬한 사랑에 빠진다
 
 자신의 캐릭터 ‘무민’을 연극 무대에 올리고
 시청 벽화를 그리며 인정받기 시작한 토베
 하지만 비비카는 파리로 떠나는데…
 
 ‘무민’ 작가로만 알고 있었던 그녀의 진짜 이야기를 만난다!",https://movie-phinf.pstatic.net/20210823_223/1629695673976ctSz6_JPEG/movie_image.jpg?type=m203_290_2
토이 솔져스: 가짜사나이2 더 컴플리트,다큐멘터리,한국,112분,2021 .01.27 개봉,오윤동,"김병지(본인), 줄리엔 강(본인), 힘의길(본인)",15세 관람가,"“할 수 있어! 극복해!”
 
 가짜가 대세인 현실세계에 진솔한 모습을 통해 ‘진짜’를 보여주며 공명하고 있는 리얼 버라이어티 콘텐츠인 가짜사나이2 극장판, ‘토이 솔져스’가 손바닥만한 화면에서 벗어나, 스크린을 통해 보다 리얼하게 관객에게 다가간다.",https://movie-phinf.pstatic.net/20210119_74/1611022473600mjTT8_JPEG/movie_image.jpg?type=m203_290_2
토토리! 우리 둘만의 여름,"모험, 가족",노르웨이,78분,2021 .05.19 개봉,"아릴드 오스틴 아문센, 실리에 살로몬센","베가 오스틴, 빌리 오스틴",전체 관람가,"아름다운 대자연으로 캠핑 여행을 떠난 ‘베가’와 ‘빌리’.
 5살 나이에 딱 걸맞게 모든 게 신나기만 한 ‘빌리’와 달리,
 9살 나이에 걸맞지 않게 어른스러운 ‘베가’는
 병원에 있는 엄마의 특명을 받아 아빠와 동생 챙기기에 바쁘다.
 그런데 아뿔싸! 아빠가 강가 바위 틈으로 추락했다!
 
 아빠를 구하기 위해 왔던 길을 거슬러 가보지만,
 곧 드넓은 숲속에서 길을 잃고 만다.
 모든걸 포기하고 싶은 그 순간, 떠오른 엄마의 한마디.
 “포기할 거야? 아니면 슈퍼히어로가 될 거야?”
 
 내 안의 슈퍼파워를 깨우는 마법의 주문!
 다 함께 외쳐봐! 토~토리!",https://movie-phinf.pstatic.net/20210427_255/16195029913224Oo6y_JPEG/movie_image.jpg?type=m203_290_2
톰과 제리,애니메이션,미국,100분,2021 .02.24 개봉,팀 스토리,"클로이 모레츠(카일라), 마이클 페나(테렌스), 켄 정(재키)",전체 관람가,"생쥐 제리는 성대한 결혼식이 열리게 될 뉴욕의 한 고급 호텔로 이사를 오게 되고,
 이벤트 플래너 카일라는 제리를 잡기 위해서 고양이 톰을 고용한다.
 하지만 우당탕탕 사고뭉치들의 역대급 대소동은 카일라의 커리어는 물론
 결혼식과 호텔까지도 위험에 빠뜨리게 되는데…",https://movie-phinf.pstatic.net/20210125_107/1611552642316gpqQH_JPEG/movie_image.jpg?type=m203_290_2
트리거 포인트,"액션, 스릴러",캐나다,82분,2021 .07.29 개봉,브래드 터너,"배리 페퍼, 콜므 포어, 이브 하로우",15세 관람가,"정체 불명의 조직에 납치되어 고문당한 특수요원
 동료를 밀고하고 암살한 배신자의 오명을 쓴다.
 
 기억을 잃고 은둔한 그에게 옛 동료가 찾아오고
 실종된 조직원이자 동료의 딸을 찾아 달라는 요청에
 다시 위험한 스파이의 세계로 뛰어든다.
 
 사건을 파헤칠수록 잃어버린 기억이 하나씩 되살아나고
 그 배후에 숨겨진 엄청난 음모를 알게 되는데…
 
 복수의 방아쇠는 당겨졌다!
 잃을 것 없는 남자의 숨막히는 추격전이 시작된다!",https://movie-phinf.pstatic.net/20210712_80/1626066103859WnUYI_JPEG/movie_image.jpg?type=m203_290_2
트립 투 그리스,"코미디, 드라마",영국,103분,2021 .07.08 개봉,마이클 윈터바텀,"스티브 쿠건, 롭 브라이든",15세 관람가,"영국 유명 배우 스티브와 롭은 ‘옵저버’ 매거진의 제안으로
 6일 동안의 그리스 여행을 떠난다.
 터키 아소스를 시작으로 그리스 아테네, 이타카까지 [오디세이] 속
 오디세우스의 발자취를 따라가는 낭만적인 여행을 통해
 인생과 예술, 사랑에 대한 유쾌한 대화를 나눈다.",https://movie-phinf.pstatic.net/20210614_272/1623638971526LBra1_JPEG/movie_image.jpg?type=m203_290_2
트웬티 해커,"액션, 드라마",한국,103분,2021 .03.24 개봉,한현석,"권현빈(박재민), 임나영(박주희), 조현영(조혜수)",15세 관람가,"서울 도심의 거리, 평화롭게 길을 걸어가는 사람들. 갑자기 동시다발적으로 전자지갑에서 출금 문자가 도착한다. 그리고 곧이어 도심의 전광판은 해커의 경고성 메시지로 도배된다.
 
 ‘You Know what? What can you do? ‘
 
  ‘It’s Better World.‘
 
 사건 발생 15일 전! 영원한 승자도, 패자도 없는 해커들 사이에. 혜성처럼 나타나 해커들의 감시자로 불리는 천재 해커 재민 a.k.a. Hex.
 
 재민은 아버지 회사를 나락으로 빠트린 블랙해커 집단 ‘유노왓‘ 을 찾기 위해 독학으로 해킹을 마스터하고, 블랙해커의 움직임을 감시하는 역할을 하고 있었다. 어느 날, 재민은 해커들의 이상한 움직임을 감지하고, 막으려던 찰라! 오히려 재민의 움직임을 막아서는 해커, 화이트 해커 집단, 베러월드를 마주하게 된다.
 
 ‘베러월드’는 한국대학교 내의 비밀 동아리로, 해킹으로 더 좋은 세상을 만들겠다는 모토로 시작된 화이트 해커들의 모임이었다. 그들은 재민의 능력을 높이 사며 함께 하기를 권하고, 재민은 결국 반강제적으로 입부하게 된다. 한편, 재민의 소꿉친구인 주희의 아버지가 암호화폐 투자 사기꾼 친구에게 낚여, 퇴직금을 모조리 투자하려는 것을 알게 된다. 재민과 베러월드는 그들의 컴퓨터를 해킹해서, 투자 설명회를 망치고, 사기꾼들을 잡는데 성공한다. 이 사건으로 베러월드는 유명세와 주목을 받게 된다.
 
 재민은 이 유명세를 이용해서 자신이 찾고 있는 ‘유노왓’을 불러들이려고 하고, 혜수는 베러월드가 위험해 질 수 있다며 경고를 한다. 재민의 예상대로 ‘유노왓‘ 은 암호화폐의 인기에 한창 주가가 치솟는 국제 거래소를 해킹 타겟으로 지명하고, 재민은 곧장 송도로 출발해 복수의 계획을 실행한다.
 
 한편 주희의 아버지가 또 다시 국제 거래소에 거금을 투자를 했다는 소식에, 함정이라는 것을 알아차린 재민. 재민과 베러월드는 다시 힘을 합쳐, 블랙해커 ‘유노왓’을 막아내려고 하는데….
 과연 그들은 블랙해커 ‘유노왓’의 계획에 맞서, 국제거래소를 지켜 낼 것인가!",https://movie-phinf.pstatic.net/20210310_223/16153550857275DVJf_JPEG/movie_image.jpg?type=m203_290_2
특명: 스피드 레스큐,"액션, 전쟁",중국,82분,2021 .03.29 개봉,국교량,왕해상,15세 관람가,"마약 밀매 조직 14D가 자신들을 방해하는 대부호를 납치하고 대규모 범죄 사건을 계획한다.
 이를 저지하기 위해 특수부대 스워드팀이 투입되고 그들에게는 또 다른 전대미문 미션이 주어진다.
 
 최악의 마약 범죄단 VS 지상 최고의 특수부대 스워드팀
 
 3월, 숨 막히는 전투가 펼쳐진다!",https://movie-phinf.pstatic.net/20210203_259/1612314406554BulYv_JPEG/movie_image.jpg?type=m203_290_2
파리의 별빛 아래,드라마,프랑스,86분,2021 .05.05 개봉,클로스 드렉셀,"카트린 프로, 마하마두 야파, 도미니크 프로트",전체 관람가,"남모를 상처와 사연으로 홈리스의 삶을 살게 된 '크리스틴'
 
 세상의 외면과 냉대 속에서 삶을 이어가던 크리스틴 앞에
 머물 곳도 엄마도 잃은 아프리카 난민 소년 '술리'가 나타난다.
 
 서로 말도 통하지 않지만 크리스틴은 술리의 엄마를 찾기 위해
 사람들의 차가운 시선을 견디며 자신이 꾸려 온 모든 걸 던지는데…",https://movie-phinf.pstatic.net/20210412_144/1618203769055qkK5M_JPEG/movie_image.jpg?type=m203_290_2
파이터,드라마,한국,104분,2021 .03.18 개봉,윤재호,"임성미(진아), 백서빈(태수), 오광록(관장)",12세 관람가,"낯선 곳에서 새 출발하게 된 진아는
 우연히 복싱에 매료되고, 어쩌다 복서가 된다.
 두 탕 알바에 고된 몸으로 오른 링 위에서 그녀가 마주한 건
 세상 밖으로 나오지 못하던 자기 자신이었다.
 삶의 발버둥이 아닌 스텝을 가르쳐준 복싱.
 진아는 살아가기 위한 진짜 파이팅을 준비하는데…
 
 두 주먹 두 발로 세상에 맞서 파이팅 투게더!",https://movie-phinf.pstatic.net/20210223_109/1614071286007hejv3_JPEG/movie_image.jpg?type=m203_290_2
파이프라인,범죄,한국,108분,2021 .05.26 개봉,유하,"서인국(핀돌이), 이수혁(건우), 음문석(접새)",15세 관람가,"손만 대면 대박을 터트리는 도유 업계 최고 천공기술자 ‘핀돌이’는
 수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자 ‘건우’의
 거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다.
 
 프로 용접공 '접새', 땅 속을 장기판처럼 꿰고 있는 '나과장',
 괴력의 인간 굴착기 '큰삽', 이 모든 이들을 감시하는 '카운터'까지!
 
 그러나 저마다 다른 목적을 가진 이들이 서로를 속고 속이면서
 계획은 예상치 못한 방향으로 흘러가기 시작하는데...
 
 인생 역전을 꿈꾸는 여섯 명의 도유꾼들
 그들의 막장 팀플레이가 시작된다!",https://movie-phinf.pstatic.net/20210526_164/1622018439127m1L49_JPEG/movie_image.jpg?type=m203_290_2
파힘,드라마,프랑스,108분,2021 .01.21 개봉,피에르 프랑소와즈 마틴 라발,"아사드 아메드(파힘), 제라르 드빠르디유(실뱅)",전체 관람가,"유쾌하고 따뜻한 감동 실화!
 방글라데시 체스 신동 ‘파힘‘은 체스 챔피언이 되기 위해 아빠와 프랑스로 떠난다.
 말도 통하지 않는 파리에서 괴짜 선생님 ‘실뱅’을 만나 제대로 된 체스를 배우기 시작하는 ‘파힘’.
 그러나 대회 당일, 체류증을 구하지 못한 아빠에게 추방 통보가 떨어지면서
 챔피언이 되어 가족과 함께 살겠다는 소년의 꿈은 점점 멀어지는데…",https://movie-phinf.pstatic.net/20210115_223/1610678127242oTOHp_JPEG/movie_image.jpg?type=m203_290_2
팜 스프링스,"코미디, 멜로/로맨스, 판타지",미국,90분,2021 .08.19 개봉,맥스 바바코우,"앤디 샘버그(나일스), 크리스틴 밀리오티(세라), J.K. 시몬스(로이)",15세 관람가,"인생 최고의 날로 기억될 멋진 결혼식이 열리는 팜스프링스의 리조트
 타임루프 세계관에 갇힌 남자 나일스에게 오늘은 100만 번째(?) 결혼식일 뿐이다.
 하지만 우연한 사고로 세라가 나일스의 세상에 개입하면서
 똑같았던 하루는 늘 특별한 오늘(!)이 되는데…
 
 진짜 내일 없이 사는, 두 남녀의 썸머 코믹 로맨스가 시작된다!",https://movie-phinf.pstatic.net/20210730_271/16276212322688M1Vv_JPEG/movie_image.jpg?type=m203_290_2
패트리어트,액션,미국,98분,2021 .04.08 개봉,스티븐 램버트,"알렉스 스터먼, 데이빗 채텀",15세 관람가,"한때 CIA의 촉망받는 요원이었던 ‘스테이시’는
 한순간 국가로부터 버림받는다.
 그런 그녀가 손에 쥐고 있던 것은
 다름 아닌 세계 3차 대전에 대한 기밀 정보.
 
 그녀에게서 정보를 빼내기 위해
 갖은 세력들이 접근해 위협을 가하기 시작하는데…",https://movie-phinf.pstatic.net/20210408_203/1617846684063Ueony_JPEG/movie_image.jpg?type=m203_290_2
퍼스트 카우,드라마,미국,122분,2021 .11 개봉,켈리 라이카트,"존 마가로, 오리온 리",12세 관람가,"19세기 서부 개척 시대,
 사냥꾼들의 식량을 담당하는 쿠키는
 표적이 되어 쫓기는 킹 루를 구해준다.
 몇 년 후 정착한 마을에서 재회한 이들은
 마을의 유일한 젖소의 우유를 훔쳐
 빵을 만들어 돈을 벌기로 하는데…
 
 “우리에게는 지금이 기회야”",https://movie-phinf.pstatic.net/20210924_170/1632464454666aU46g_JPEG/movie_image.jpg?type=m203_290_2
퍼펙트 케어,"범죄, 스릴러",영국,118분,2021 .02.19 개봉,J 블레이크슨,"로자먼드 파이크, 에이사 곤살레스, 다이앤 위스트",15세 관람가,"은퇴자들의 건강과 재산을 관리하는 CEO 말라,
 알고 보면 일사불란한 한탕 털이 기업이다.
 
 사람을 요양원으로
 집과 가구는 경매로
 모든 것을 탈탈 터는 게 그들의 주업.
 
 법꾸라지 그들은 치밀한 계획 하에
 법의 테두리에서 한치도 벗어나지 않는다.
 
 이렇게 완벽한 말라의 케어 비즈니스에
 순진한 양 같은 다음 타겟이 잡히고
 더욱 더 완벽한 케어 서비스를 계획하기 시작하는데..",https://movie-phinf.pstatic.net/20210210_10/16129178448010nFAK_JPEG/movie_image.jpg?type=m203_290_2
퍼피 구조대 더 무비,애니메이션,캐나다,86분,2021 .08.18 개봉,캘런 브런커,"정선혜, 신용우, 김새해",전체 관람가,"시민들을 속여 어드벤처 시티의 시장이 된 날씨 악당 ‘험딩어’는
 구름을 조종해 천둥번개를 만드는 등 시민들을 위협하며 본모습을 드러낸다.
 그런 가운데, 어드벤처 시티의 용감한 퍼피 ‘리버티'로부터 도시가 위험에 빠졌다는 소식을 들은
 퍼피 구조대가 신속하게 시티로 출동하는데…!
 
 위기에 빠진 어드벤처 시티의 운명은?",https://movie-phinf.pstatic.net/20210819_75/1629349842810OQ3u0_JPEG/movie_image.jpg?type=m203_290_2
페어웰,"가족, 드라마",미국,100분,2021 .02.04 개봉,룰루 왕,아콰피나(빌리),전체 관람가,"뉴욕에 사는 ‘빌리’와 그녀의 가족들이
 할머니의 남은 시간을 위해 벌이는
 세상에서 가장 따뜻한 거짓말을 담은
 
 2021년이 거짓말처럼 행복해지는
 <페어웰>",https://movie-phinf.pstatic.net/20210112_7/16104192384333gHYD_JPEG/movie_image.jpg?type=m203_290_2
페이블,"액션, 코미디, 범죄",일본,124분,2021 .07.22 개봉,에구치 칸,"오카다 준이치, 키무라 후미노, 야마모토 미즈키",15세 관람가,"전설의 킬러 ‘페이블’은 자신을 길러준 보스에게서 1년 동안
 일반인으로 살 것을 명령 받아 파트너 ‘요코’와 함께 오사카로 떠난다.
 이들은 난생 처음 ‘평범한’ 삶에 적응하려고 성실히 노력하지만
 주변에서는 좀처럼 그를 가만히 두지 않는다.
 
 그러던 중 페이블에게 소소한 일상을 가르쳐 준 직장 동료
 ‘미사키’가 납치되었다는 소식을 듣게 되는데… ‘
 
 페이블은 과연 보스의 ‘아무도 죽이지 말고 평범하게 사는’ 미션을 통과하고
 미사키를 구해낼 수 있을까?",https://movie-phinf.pstatic.net/20210712_94/16260556912562whhf_JPEG/movie_image.jpg?type=m203_290_2
포겟 미 낫-엄마에게 쓰는 편지,다큐멘터리,덴마크,86분,2021 .06.03 개봉,선희 엥겔스토프,선희 엥겔스토프(본인),12세 관람가,"선희 엥겔스토프, 한국 이름 신선희.
 태어난 지 4개월 만에 덴마크 가족에게 해외 입양됐던 선희는 한국에 와서 친생모를 찾는 한편,
 한 미혼모 시설에 머물며 미혼모들의 일상을 카메라에 담는다.
 
 한 생명을 임신한 게 축복이 아니라 감춰야 할 비밀이 돼버린 채 출산을 기다리는 미혼모들.
 이들에게 양육의 선택권을 주고 싶어하는 시설 관계자의 노력에도 불구하고,
 가족의 반대와 한계 상황에 부딪친 엄마들은 결국 아기와 헤어지게 된다.
 선희는 그 과정을 고스란히 지켜보며 시간을 뛰어넘어
 그 오래전 자신이 태어난 날 입양동의서에 사인해야 했던 엄마의 슬픔에 점점 더 가까이 다가가게 되는데……
 이제껏 우리가 한번도 만나본 적 없는,
 해외입양인 감독의 가장 생생한 시선과 진짜 목소리가 마음을 울린다!",https://movie-phinf.pstatic.net/20210510_64/1620633282322r35eY_JPEG/movie_image.jpg?type=m203_290_2
포이즌 로즈,스릴러,미국,97분,2021 .07.28 개봉,"조지 갤로, 프란체스코 친퀘마니","존 트라볼타(카슨), 모건 프리먼(닥)",15세 관람가,"1978년, LA에서 활동하는 사립 탐정 ‘카슨’(존 트라볼타).
 자신의 고향이었던 텍사스 쪽에 의뢰를 받고 조사에 착수한다.
 내용은 바로 요양원에 있는 한 여성을 찾아달라는 것.
 오랜만에 찾은 고향 텍사스에서 텍사스 최대의 브로커가 된 ‘닥’(모건 프리먼)과 마주하고,
 조사하면 할수록 사건에 ‘닥’과 텍사스 주민들이 연루되어 있다는 걸 알게 되는데…
 
 암묵적 살인, 완벽한 범죄
 상상할 수 없는 일이 현실이 된다",https://movie-phinf.pstatic.net/20210709_235/1625820006754LS5W8_JPEG/movie_image.jpg?type=m203_290_2
포제서,"SF, 스릴러",캐나다,103분,2021 .03.11 개봉,브랜든 크로넨버그,"제니퍼 제이슨 리, 숀 빈",청소년 관람불가,"타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
 고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
 
 이들은 타겟의 가족이나 지인들을 납치 후
 요원의 의식을 심고 암살에 침투시킨다.
 
 도용된 몸의 제한 시간은 3일.
 시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
 
 제한된 시간, 새로운 작전
 
 당신의 몸을 도용하는 암살자들이 온다!",https://movie-phinf.pstatic.net/20210324_57/1616554330820udeUR_JPEG/movie_image.jpg?type=m203_290_2
폭력의 그림자,"드라마, 범죄",영국,101분,2021 .06.17 개봉,닉 로우랜드,코스모 자비스,청소년 관람불가,"황홀한 아일랜드 배경에 스며드는 액션
 전직 복서이면서 자폐증을 앓는 아들에게 좋은 아빠가 되고자 한다.
 그러나 청부 살인 일을 맡게 되면서 그의 삶은 위태롭게 흔들리기 시작하는데…",https://movie-phinf.pstatic.net/20210622_185/1624354002767gWABY_JPEG/movie_image.jpg?type=m203_290_2
폴리스,"드라마, 범죄",프랑스,99분,2021 .02.10 개봉,안느 퐁텐,"오마 사이, 페이만 마아디, 버지니아 에피라",15세 관람가,"야간근무를 맡은 세 명의 경찰에게 임무가 맡겨진다.
 오늘 밤, 한 죄수를 샤를 드골 공항까지 호송할 것!
 
 호송 중, 단순 불법체류자인줄만 알았던 죄수는 망명을 신청한 정치범으로
 감옥에서 고문까지 받았던 것을 알게 된다.
 게다가 그가 고국으로 돌아가는 즉시 사형당할 수 있다는 사실에
 세 경찰은 그를 예정대로 공항까지 호송해야 할지, 의견이 엇갈리며 충돌하는데…
 
 누군가의 인생이 걸린 단 한 번의 선택, 당신이라면 어떻게 하겠습니까?",https://movie-phinf.pstatic.net/20210204_65/1612421166988W9obD_JPEG/movie_image.jpg?type=m203_290_2
푸드 몬스터,"애니메이션, 드라마, 가족, SF",중국,77분,2021 .05.19 개봉,진요우,"손선영(목소리), 원에스더(목소리), 이승행(목소리)",전체 관람가,"뱃속의 동전 때문에 자꾸만 몸이 멈추는 만두 ‘페니’.
 어느 날 ‘콘래드 퓨전’이 나타나
 완벽한 음식으로 만들어준다며 ‘페니’와 친구들을 데려간다.
 
 하지만 그의 진짜 목표는
 음식들을 개조해 ‘푸디버스’를 손에 넣는 것!
 
 이 사실을 알게 된 ‘페니’는 친구들과 함께
 ‘푸디버스’를 구하기 위한 위험천만한 모험에 뛰어드는데…
 
 이제껏 본 적 없는 ‘맛있는’ 우주전쟁이 펼쳐진다!",https://movie-phinf.pstatic.net/20210429_138/1619673133974Lq4z0_JPEG/movie_image.jpg?type=m203_290_2
