title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
공수도,"액션, 코미디",한국,112분,2020 .04.09 개봉,채여준,"오승훈(종구), 정다은(채영), 손우현(해성)",15세 관람가,공수도장을 운영하는 아빠로부터 공수도를 배워온 소녀 ‘채영’이 홀어머니를 모시고 사는 순수하고 정의로운 소년 ‘종구’와 일진의 생활에 염증을 느끼고 새로운 시작을 위해 애쓰는 ‘해성’을 만나 공수도를 통해 함께 성장해가는 청춘 액션물,https://movie-phinf.pstatic.net/20200218_234/1581990954625bPxTq_JPEG/movie_image.jpg?type=m203_290_2
과장에게 순종하는 육덕 신입사원,"드라마, 에로",일본,60분,2020 .02.27 개봉,잠파,"미후네 카렌, 시모키타 타쿠안, 야부카와 히토시",청소년 관람불가,"결혼 후 신입사원으로 일하고 있는 미후네 카렌은 과장인 아베와 같은 부서에서 일한다. 거래처와의 계약을 위해 아베와 단둘이 1박 2일 일정으로 출장을 떠나지만, 이것이 아베가 놓은 덫이라는 것을 미후네는 꿈에도 상상하지 못했다.",https://movie-phinf.pstatic.net/20200302_68/1583137176582oVE2t_JPEG/movie_image.jpg?type=m203_290_2
광대: 소리꾼 감독판,드라마,한국,130분,"2021 재개봉, 2020 .07.01 개봉",조정래,"이봉근(학규), 이유리(간난), 김하연(청이)",12세 관람가,"영조 10년, 사라진 아내 간난을 찾아 나선 소리꾼 학규와 그의 딸 청이.
 학규를 중심으로 뭉친 새로운 광대패들과 함께 흥과 한이 담긴 전국팔도의 여정이 시작된다.
 가족을 찾기 위한 학규의 울림 있는 외침 “우리는 다시 만나야 한다!”
 민족의 흥과 한이 다시 울려 퍼진다!",https://movie-phinf.pstatic.net/20210714_98/1626238028827puNvQ_JPEG/movie_image.jpg?type=m203_290_2
광주비디오: 사라진 4시간,다큐멘터리,한국,82분,2020 .07.16 개봉,이조훈,"민승연, 박상증, 기춘",12세 관람가,"인생을 송두리째 뒤흔든 영화가 ‘광주비디오’인 사람들이 있다.
 그들은 80년 오월 광주를 담은 거대한 진실의 파도 앞에 인생의 항로를 바꿨다.
 이 ‘광주비디오’를 만들고 전파한 것도 그 파도에 몸을 실은 사람들이다.
 처음으로 공개되는 이들의 숨은 이야기와 5·18민주화운동 40주년,
 아직도 밝혀지지 않은 집단 발포 현장의 사라진 4시간에 대한 추적!
 
 역사의 기록을 되감고 시대의 기억을 되새기는 시간을 만난다.",https://movie-phinf.pstatic.net/20200703_14/1593758061560mLsMg_JPEG/movie_image.jpg?type=m203_290_2
교실 안의 야크,드라마,부탄,109분,2020 .09.30 개봉,파우 초이닝 도르지,"셰랍 도르지(유겐), 펨 잠(펨잠), 켈든 라모 구룽(살돈)",전체 관람가,"행복지수 1위 은둔의 나라 부탄의 수도 팀푸에서 신임교사로 일하는 유겐은 교사가 영 적성에 맞지 않는다. 교육부는 호주로의 이민을 꿈꾸는 그를 인구 56명에 불과한 전 세계에서 가장 외딴 벽지학교로 전근시킨다. 전기도 들어오지 않고 모든 것이 불편하기만 한 고도 4,800m의 낯선 오지 마을에서 유겐은 겨울이 오기 전까지 학생들을 가르쳐야 한다. 매사가 불평불만인 그이지만 때 묻지 않은 아름다운 자연의 경관과 순수한 마을 주민들의 환대, 그리고 배움에 대한 아이들의 열정을 마주하며 서서히 달라지기 시작한다.",https://movie-phinf.pstatic.net/20200910_92/1599711981305fdQMq_JPEG/movie_image.jpg?type=m203_290_2
구르는 수레바퀴,드라마,한국,130분,2020 .09.23 개봉,문정윤,김명곤(혜진),12세 관람가,"도법은 종단에서 존경받는 큰스님이자 여러 상좌를 둔 노승이다.
 맏상좌 혜진은 서울에 있는 큰절 주지스님이다. 어려서 부모로부터 버려져 도법의 손에서 자랐다. 불가의 계율을 따르기보다는 인연에 집착해 도법을 아버지라 여기며 맏상좌로 인정받길 원하지만 생과 연 이라는 이원적 고뇌가 혜진을 괴롭힌다.
 어느 날, 상좌스님들은 도법스님이 위중하다는 소식을 전해 듣고 산골 암자로 모이게 된다. 서로 각자의 문제를 안고 있는 이들이 오랜만에 노스승을 찾은 이유는 스승의 안위 문제가 아니라 무언가 본인에게 이득이 될 만한 분명한 목적이 있었기 때문이다. 하지만 이들이 맞닥뜨린 것은 과거 위엄으로 호령하던 큰스님이 아닌 치매와 중풍으로 병든 노인이었다.
 중생과 부처, 진제(眞際)와 속제(俗諦), 생과 사는 어느 순간 사라지고 스님들은 도법의 봉양 책임과 절 재산을 가지고 서로 다투게 된다.
 이 와중에 혜진은 그동안 자신을 괴롭혀 왔던 과거, 자신의 상(像)과 마주하게 되고 현재 자신의 모습이 되기까지에 과정을 되돌아보게 되는데...
 
 Religion Today FilmFestival SIGNIS AWARD (2020)",https://movie-phinf.pstatic.net/20200818_96/1597740320443U9WyB_JPEG/movie_image.jpg?type=m203_290_2
구직자들,"SF, 드라마",한국,83분,2020 .11.12 개봉,황승재,"정경호, 강유석",전체 관람가,"2220년 대한민국, 기하급수적으로 늘어난
 인공들로 인해 인간들이 설자리는 점점 더 줄어든다.
 
 아픈 아이의 비싼 병원비를 감당해야 하는 진짜 인간(정경호)은
 원본에게 버려진 젊은 인공(강유석)을 우연히 만나게 되고,
 함께 일자리를 찾아 나선다.
 
 거리를 헤매며 대화를 이어나가는 두 남자.
 하지만 이야기가 깊어질수록 서로에 관한
 충격적인 진실이 드러나기 시작하는데...",https://movie-phinf.pstatic.net/20201026_128/1603695758652raa22_JPEG/movie_image.jpg?type=m203_290_2
국도극장,드라마,한국,92분,2020 .05.29 개봉,전지희,이동휘(기태),12세 관람가,"만년 고시생 기태가 고향 벌교로 돌아왔다.
 사법고시가 폐지되어 고시생이라는 그 서글픈 타이틀마저 이제는 쓸 수 없게 되었다.
 유배지로 향하듯 돌아온 고향엔 그다지 반가운 사람도, 반겨주는 사람도 없다.
 
 생계를 위해 낡은 재개봉 영화관 ‘국도극장’에서 일을 시작하는 기태.
 간판장이 겸 극장 관리인 오 씨는 ‘급하시다 해서 잠깐 도와주러’ 왔다는 기태가 못마땅하다.
 
 우연히 만나게 된 동창생이자 가수 지망생 영은은 기태와 달리 24시간을 쪼개 쓰며 여러 일을 전전하고, 밤낮없이 술에 취해 있는 오 씨는 기태의 말동무가 되어준다.
 자식들을 위해 몸 아픈 것도 돌보지 않는 엄마는 여전히 안쓰럽다.
 기태는 왠지 이 사람들과, 다시 돌아온 고향이 싫지만은 않다.
 
 괜찮아요. 나의 지금이 그리 영화 같진 않더라도.",https://movie-phinf.pstatic.net/20200526_172/1590480126993aPfB9_JPEG/movie_image.jpg?type=m203_290_2
국도극장: 감독판,드라마,한국,102분,2020 .05.29 개봉,전지희,이동휘(기태),12세 관람가,"만년 고시생 기태가 고향 벌교로 돌아왔다.
 사법고시가 폐지되어 고시생이라는 그 서글픈 타이틀마저 이제는 쓸 수 없게 되었다.
 유배지로 향하듯 돌아온 고향엔 그다지 반가운 사람도, 반겨주는 사람도 없다.
 생계를 위해 낡은 재개봉 영화관 ‘국도극장’에서 일을 시작하는 기태.
 간판장이 겸 극장 관리인 오 씨는 ‘급하시다 해서 잠깐 도와주러’ 왔다는 기태가 못마땅하다.
 우연히 만나게 된 동창생이자 가수 지망생 영은은 기태와 달리 24시간을 쪼개 쓰며 여러 일을 전전하고,
 밤낮없이 술에 취해 있는 오 씨는 기태의 말동무가 되어준다.
 자식들을 위해 몸 아픈 것도 돌보지 않는 엄마는 여전히 안쓰럽다.
 기태는 왠지 이 사람들과, 다시 돌아온 고향이 싫지만은 않다.
 괜찮아요. 나의 지금이 그리 영화 같진 않더라도.",https://movie-phinf.pstatic.net/20200528_44/1590631859413wU1XD_JPEG/movie_image.jpg?type=m203_290_2
국제수사,"액션, 드라마, 범죄",한국,106분,2020 .09.29 개봉,김봉한,"곽도원(홍병수), 김대명(황만철), 김희원(패트릭)",15세 관람가,"필리핀으로 인생 첫 해외여행을 떠난 대천경찰서 강력팀 ‘홍병수’(곽도원) 경장.
 
 여행의 단꿈도 잠시, ‘병수’는 범죄 조직 킬러 ‘패트릭’(김희원)의 셋업 범죄에 휘말려 살인 용의자가 되고,
 누명을 벗기 위해 현지 가이드이자 고향 후배 ‘만철’(김대명)과 함께 수사에 나선다.
 
 하지만, 형사 본능이 끓어오르는 마음과는 달리 ’병수’의 몸과 영어는 따라주지 않고,
 필리핀에서 재회한 웬수 같은 죽마고우 ‘용배’(김상호)가 끼어드는 바람에
 수사는 자꾸 의도치 않은 방향으로 흘러가는데…
 
 촌구석 형사 ‘병수’는 과연 무사히 한국에 돌아갈 수 있을까?
 
 “나 코리안 폴리스여!”
 동네급 형사의 국제급 수사가 시작된다!",https://movie-phinf.pstatic.net/20200916_163/16002324767974gUSf_JPEG/movie_image.jpg?type=m203_290_2
굿와이프:아내체험현장,드라마,한국,81분,2020 .02.26 개봉,한동호,"한가인, 임초희, 안민우",청소년 관람불가,"자기세계에 갇혀 사는 다중인격자인 오광수는 우연히 도로에 쓰러진 순이를 발견하고 그녀를 집으로 데리고 와 살게 된다.
 오광수의 세계에 갇힌 순이는 게임 캐릭터처럼 사육당하고, 감시당하고, 자신이 납치되었다는 생각에 애완녀로 길들여진다는 느낌을 받게 되어 그 방에서 탈출하고 싶어한다.
 순이는 섹스 파트너가 아닌 자신만을 완벽하게 사랑해주는 진짜 사랑을 원한다.
 같은 사무실을 쓰는 동료이자 포르노 웹툰 작가인 마달진은 광수를 연모한다.
 실제인지 가상인지 모를 광수의 정신세계를 인정하면서도 그의 다중인격에 혼란스러워 한다.
 그의 여자 친구인 손미자도 육탄공세로 광수를 병적으로 좋아하고, 광수의 예비신부가 되고 싶어 한다.
 그의 주변에 정상적인 관계는 아무도 없다.
 결국 도망쳤던 순이는 광수의 월드로 돌아와, 그간 기억은 타인의 관심과 애정을 받기 위해 스스로 기억 상실을 조작했다고 고백을 하고, 아이러니하게도 그녀가 몸을 팔아 번 돈으로 넓은 집(그들이 꿈꾸는 에덴동산)으로의 이사를 꿈꾸는데....
 진정한 사랑을 꿈을 꾸는 두 사람. 과연 그들은 행복하게 살 수 있을까?",https://movie-phinf.pstatic.net/20200225_46/1582618209403G1YBH_JPEG/movie_image.jpg?type=m203_290_2
귀수동화,멜로/로맨스,태국,121분,2020 .04.09 개봉,시티시리 몽콜시리,"판티라 피피트야콤(사이), 오압니티 위와타나와랑(노이), 사폴 아사와문콤(저드)",15세 관람가,"저주에 걸려 낮에는 사람으로, 그리고 밤에는 머리와 몸이 분리된 채
 살과 피를 사냥하는 크라슈로 변하게 된 소녀 ‘사이’.
 
 그리고 크라슈를 없애야만 하는 ‘저드’와
 비밀을 알고 그녀를 지키려는 ‘노이’.
 
 세 청춘 남녀의 아름답고 슬픈 사랑 이야기.",https://movie-phinf.pstatic.net/20200401_59/1585723695549swjDd_JPEG/movie_image.jpg?type=m203_290_2
그 누구도 아닌,드라마,프랑스,111분,2020 .03.26 개봉,아르노 데 팔리에르,"아델 하에넬(르네), 아델 에그자르코풀로스(산드라), 젬마 아터튼(타라)",15세 관람가,"남편과 파리로 이주해 작은 학교의 선생님으로 새로운 삶을 시작한 여자, 르네. 하지만 어느 날 옛 동료 타라가 찾아오면서 르네는 피할 수 없는 네 개의 기억과 마주하게 된다.",https://movie-phinf.pstatic.net/20200320_221/1584670987904hkMtx_JPEG/movie_image.jpg?type=m203_290_2
그곳,공포,터키,92분,2020 .08.26 개봉,알퍼 메스취,"미르자 메틴(할릴), 야세민 쿠르테킨(페이자), 세바핫 아달라(라힘)",15세 관람가,"사업이 어려워지자 할릴은 아내와 아이들을 데리고 어머니 집으로 이사한다.
 이사 후 며칠이 지난 어느 날, 할릴의 아들에게 이상 증상이 나타나고
 남은 가족들은 초자연적인 경험을 하게 되는데...",https://movie-phinf.pstatic.net/20200703_122/1593752869255T5FrL_JPEG/movie_image.jpg?type=m203_290_2
그날이 온다,코미디,미국,87분,2020 .12.09 개봉,크리스토퍼 모리스,"마샨트 데이비스(모세), 안나 켄드릭(켄드라), 다니엘 브룩스(비너스)",15세 관람가,"가난한 비폭력주의 혁명가 ‘모세’
 총 금지! 마약 금지! 특기는 오리걸음, 무기는 장난감 석궁(?)
 무언가 허술한 그들 '스타 오브 식스'! 혁명을 꿈꾸다!
 하지만 현실은 빈곤 그 자체!
 월세 때문에 쫓겨나기 바로 직전, 자금을 지원하겠다는 스폰서가 구세주처럼 나타나는데…
 
 실적 꽝 FBI 요원 '켄드라'
 승진을 위해 눈에 불을 켜고 실적을 위한 사건을 찾던 중
 우연히 SNS에서 '모세'의 설교 영상을 발견하고
 좋은 기회임을 직감한 FBI 팀원들은
 '모세'에게 접근할 계획을 시작하는데...
 
 서로 다른 목적!
 꼬일대로 꼬여버린 역대급 잘못된 만남!
 예측불가 코미디가 시작된다!",https://movie-phinf.pstatic.net/20201214_259/1607930993384LCBln_JPEG/movie_image.jpg?type=m203_290_2
그녀의 비밀정원,"드라마, 멜로/로맨스",한국,87분,2020 .04.22 개봉,김인식,"예지원(장현재), 최우제(한장서), 강은우(한동주)",15세 관람가,"형 ‘한장서’와 동생 ‘한충서’.
 형제는 매력적인 여인 ‘장현재’를 동시에 사랑했지만,
 정작 그녀는 두 형제를 버리고 차갑게 떠나버린다.
 
 홀로 남아 배신의 고통을 겨우 버티며 살아온 형 한장서.
 어느 날, 수화기 너머 들리는 ‘장현재’의 목소리에
 다시 흔들리기 시작 하는데…
 
 위태로운 그들의 사랑,
 금기된 사랑이 가져온 상처.
 기억 속 파묻힌 그날의 진실.
 
 ‘한장서’, ‘한충서’, ‘장현재’
 세 사람의 아슬아슬한 사랑이야기가 시작된다.",https://movie-phinf.pstatic.net/20200410_296/1586503914929qemDQ_JPEG/movie_image.jpg?type=m203_290_2
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",공연실황,한국,80분,2020 .09.29 개봉,오윤동,김호중,전체 관람가,"2020년 대한민국을 뒤흔든 트로트계의 파바로티, ‘트바로티 김호중’과 아리스가 서로에게 전하고픈 하나의 진심을 <그대, 고맙소 : 김호중 생애 첫 팬미팅 무비>에 담아 전한다.
 
 “꼭 말해주고 싶었습니다”
 
 2020년 8월, 김호중 팬미팅 현장의 열기와 기쁨, 현장에선 보지 못했던 비하인드 스토리와 미공개 무대까지 스크린에 담았다. 스크린X 오리지널 작품으로 기획 단계부터 고려된 3면 촬영 영상이 선보이는 현장보다 더 생생한 팬미팅 무비!
 
 팬미팅 현장에서 열창했던 곡들과 <그대, 고맙소 : 김호중 생애 첫 팬미팅 무비>를 위해 특별히 촬영된 미공개 무대까지 총 10곡의 무대를 선보인다. 역경을 딛고 일어나 인생역전의 아이콘이 되기까지 김호중이 느껴온 심정과 다져온 각오를 표현한 노래들을 담고 있다. 신곡과 미공개 무대들을 포함한 팬미팅 무비는 군입대 전 마지막 팬미팅 영상이자 팬들에게 전하고픈 김호중의 진심을 꾹꾹 눌러 담아 전하고 있다.",https://movie-phinf.pstatic.net/20200909_27/1599613772180VMijj_JPEG/movie_image.jpg?type=m203_290_2
그레텔과 헨젤,"판타지, 미스터리",미국,87분,2020 .07.08 개봉,오즈 퍼킨스,"소피아 릴리스, 사무엘 리키",15세 관람가,"옛날 어느 먼 옛날, 그레텔과 헨젤은 먹을 것과 일감을 찾기 위해 집을 떠나지만 길을 잃고 만다. 그들은 허기짐에 먹을 것이 풍성하게 차려진 한 오두막에 이끌려 집으로 들어가게 되고, 그 곳에서 집 주인 ‘홀다’를 만난다. 그녀의 배려로 두 남매는 풍족한 음식과 따뜻한 잠자리를 제공받으며 점점 안정을 되찾는다.
 
 하지만 매일 밤 반복되는 악몽,
 매끼 차려지는 성대한 식사,
 벽 너머 발견된 의문의 문고리 등
 
 오두막에서 일어나는 기묘하고 섬뜩한 징조들은
 두 남매를 계속해서 어둠 속으로 몰아넣는데…",https://movie-phinf.pstatic.net/20200619_261/1592547579181d47LM_JPEG/movie_image.jpg?type=m203_290_2
그리고 우린 춤을 추었다,드라마,프랑스,113분,2020 .11.25 개봉,레반 아킨,"레반 겔바키아니(메라비), 바치 발리시빌리(이라클리), 아나 자바히슈빌리(마리)",15세 관람가,"보수적이고 엄격한 조지아 국립무용단의 댄서 메라비와 이라클리.
 섬세하고 우아한 춤을 추는 메라비와 상반된 카리스마와 에너지를 가진 이라클리는
 무용단의 앙상블 자리를 놓고 선의의 경쟁을 한다.
 오디션을 위한 둘만의 연습이 계속될 수록
 이라클리의 존재는 메라비에게 점차 라이벌에서 저항할 수 없는 열망으로 변하는데...
 
 “이제, 네가 추고 싶은 춤을 춰”",https://movie-phinf.pstatic.net/20201106_164/1604629218336jHBEf_JPEG/movie_image.jpg?type=m203_290_2
그리드,"코미디, 드라마",영국,104분,2020 .10.15 개봉,마이클 윈터바텀,스티브 쿠건(리차드 맥크리디),15세 관람가,"패션계 ‘악마’라 불리는 CEO이자
 상위 1% 억만장자 ‘리차드 맥크리디’.
 
 그리스 섬을 통째로 빌린 ‘리차드’의 초호화 생일 파티가 열린다.
 럭셔리 파티를 위해 가족과 직원들은 모이게 되고,
 그의 자서전 작가 ‘닉’도 참석한다.
 
 ‘닉’은 오랜 시간 그를 지켜봐 온
 주변 사람들을 인터뷰하기 시작하고,
 전 세계가 동경하는 화려한 성공 뒤에
 그의 ‘진짜’ 모습이 드러나기 시작하는데…
 
 리얼 FLEX 코미디가 시작된다!",https://movie-phinf.pstatic.net/20200925_125/16010119227434NC3y_JPEG/movie_image.jpg?type=m203_290_2
그린 러시,"액션, 범죄, 스릴러",미국,87분,2020 .09.17 개봉,제라드 록스버그,"마이크 포이(롭), 폴 텔퍼(티커), 크리스 도잘(마리아)",청소년 관람불가,"캘리포니아에서 합법이 된 마리화나 농장을 운영하는 '롭'은 그의 연인 '마리아'와 행복한 미래를 꿈꾸며 살아간다.
 그러던 어느 날, 한 탕을 꿈꾸는 농장 직원 ‘제이콥’은 무자비한 갱스터 ‘티커’의 덫에 걸려 ‘롭’을 위협에 빠뜨리게 되고, 간단할 줄 알았던 범죄 계획은 예상치 못한 난관에 부딪히게 되는데…
 걷잡을 수 없는 상황에 몰린 침입자들과 이들에 맞서 더욱 잔혹 해지는 자들의 벼랑 끝 생존을 건 사투가 시작된다.",https://movie-phinf.pstatic.net/20200831_144/1598836571632IRrRv_JPEG/movie_image.jpg?type=m203_290_2
그린랜드,"액션, 스릴러",미국,119분,2020 .09.29 개봉,릭 로먼 워,"제라드 버틀러, 모레나 바카린",12세 관람가,"혜성의 지구 충돌 속보를 지켜보던 ‘존’(제라드 버틀러)과 가족들.
 미 항공우주국(NASA)의 예측과 달리 해상으로 떨어졌어야 할 파편은
 캘리포니아를 비롯해 세계 대도시로 추락해 세계는 순식간에 혼돈에 빠진다.
 
 지구의 3/4을 날려버릴 초대형 혜성 추락까지 남은 시간은 단 48시간
 존과 가족은 지구의 유일한 안전 대피소인 ‘그린란드’의 벙커로 향하는데..
 
 인류의 마지막 카운트다운이 시작된다!",https://movie-phinf.pstatic.net/20200929_185/1601357130092TtONR_JPEG/movie_image.jpg?type=m203_290_2
그링고,"액션, 코미디, 드라마",오스트레일리아,111분,2020 .03.05 개봉,내쉬 에저튼,"데이빗 오예로워, 샤를리즈 테론, 조엘 에저튼",15세 관람가,"평범한 인생을 살아오던 제약회사 영업사원 '해럴드'는 친구이자 사장인 '리처드'와 '일레인'과
 함께 떠난 멕시코 해외 출장 중 자신을 해고하려는 계획과 아내의 외도 사실까지 알게 된다.
 잃을 것이 없는 ‘해럴드’는 납치 자작극으로 ‘리처드’에게 몸값을 요구하지만 되려
 ‘해럴드’를 처치하려 하고, ‘리처드’의 제약회사로부터 마약 공급이 끊긴 멕시코의 마약 조직은 ‘해럴드’의 뒤를 쫓기 시작한다.
 
 하루아침에 꼬일 대로 꼬여버린 인생 암흑기에서 ‘해럴드’는 과연 탈출 할 수 있을까?",https://movie-phinf.pstatic.net/20200218_181/1581999836628BjRsw_JPEG/movie_image.jpg?type=m203_290_2
그집,"공포, 스릴러",스페인,104분,2020 .05.27 개봉,알베르트 핀토,"베고냐 바르가스(암파로), 이반 마르코스(마놀로), 베아 세구라(칸델라)",15세 관람가,"1976년 스페인 마드리드, 새 출발을 꿈꾸며 도시로 이주한 6명의 가족.
 그들이 이사한 ‘그 집’에는 수상한 기운이 감돌기 시작하고,
 마침내 가족의 꿈은 악몽이 되고 마는데...",https://movie-phinf.pstatic.net/20200513_183/15893326116456JYXK_JPEG/movie_image.jpg?type=m203_290_2
극장판 기븐,"애니메이션, 멜로/로맨스",일본,59분,2020 .11.26 개봉,야마구치 히카루,"나카자와 마사토모(나카야마 하루키 목소리), 에구치 타쿠야(카지 아키히코 목소리), 야노 쇼고(사토 마후유 목소리)",15세 관람가,"고등학생 우에노야마 리츠카는 사토 마후유의 노랫소리에 충격을 받아
 나카야마 하루키, 카지 아키히코와 함께 활동하는 밴드에 보컬로 마후유를 영입한다.
 마후유 영입 후 첫 공연을 성공시키면서 밴드 '기븐'의 활동을 시작하려는 와중에
 마후유를 향한 마음을 자각한 리츠카는 그와 사귀기 시작한다.
 한편, 하루키는 오랫동안 품고 있던 아키히코에 대한 호감이 커져만 가고
 아키히코는 동거인인 바이올리니스트 우게츠와 관계를 계속 유지하려 하는데...
 하루키와 아키히코, 우게츠의 사랑이 스크린에서 삐걱대며 움직인다!",https://movie-phinf.pstatic.net/20201110_68/1604990725076118kf_JPEG/movie_image.jpg?type=m203_290_2
극장판 미니특공대: 공룡왕 디노,애니메이션,한국,73분,2020 .02.06 개봉,이영준,"신용우(얀/맥스 목소리), 엄상현(볼트/디노 목소리), 이소영(루시 목소리)",전체 관람가,"호기심 많은 소년 '얀'은 공룡왕 열쇠로 '디노'를 만나 비밀친구가 된다.
 그러던 중 우주악당 '퀸'이 지구를 위협하고
 이에 '미니특공대'는 공룡왕 '디노'와 함께 역대급 대결을 펼치는데..!
 
 과연, ‘미니특공대’와 공룡왕 ‘디노’는 지구를 지켜낼 수 있을까?!",https://movie-phinf.pstatic.net/20200115_201/1579055961204pU2PH_JPEG/movie_image.jpg?type=m203_290_2
극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,"애니메이션, 뮤지컬, 모험",영국,45분,2020 .11.12 개봉,블레어 시몬스,"하성용(바나클 목소리), 정재헌(콰지 목소리), 엄상현(페이소 목소리)",전체 관람가,"아름다운 산호초로 뒤덮인 호주 대산호초에는
 다양한 바다 생물들이 함께 모여 살아가고 있다.
 옥토넛도 탐험선W를 타고 대산호초 탐험을 떠나고,
 그곳에서 커다란 산호로 자라나길 꿈꾸는 아기 산호 코리를 만난다.
 그런데 이 때, 평화를 깨고 배고픈 가시관 불가사리 무리가 몰려 오는데...!
 옥토넛과 바다 생물들, 지금 바로 대산호초 보호작전 개시!",https://movie-phinf.pstatic.net/20201012_99/1602466024031DL3K9_JPEG/movie_image.jpg?type=m203_290_2
극장판 바이올렛 에버가든,"애니메이션, 드라마, 판타지",일본,140분,2020 .11.12 개봉,이시다테 타이치,"이시카와 유이(바이올렛 에버가든 목소리), 나미카와 다이스케(길베르트 부겐빌리아 목소리)",전체 관람가,"친애하는 길베르트 소령님,
 오늘도 또 당신을 떠올리고 말았습니다.
 
 무엇을 보든 무엇을 하든 당신이 떠오릅니다.
 시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다.
 
 당신은 날 곁에 두었고
 아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고
 처음으로 사랑이라는 감정을 알려주셨습니다.
 그래서 이렇게 또 편지를 쓰게 됩니다.
 
 -언젠가 이 편지가 당신에게 닿기를 바라며-",https://movie-phinf.pstatic.net/20201015_24/1602727813929ObxtV_JPEG/movie_image.jpg?type=m203_290_2
극장판 시로바코,"애니메이션, 드라마",일본,120분,2020 .08.20 개봉,미즈시마 츠토무,"키무라 쥬리(미야모리 아오이), 요시무라 하루카(야스하라 에마 ), 치스가 하루카(사카키 시즈카)",12세 관람가,"함께 애니메이션 작품을 만들자고 약속했던 카미노야마 고교 애니메이션 동호회의 다섯 명.
 졸업 후 '무사애니'의 '제3비행소녀대'를 통해 그 꿈에 한 발 가까워질 수 있었다.
 
 그로부터 4년 다섯 명은 업계에서 자리를 잡아가며 조금은 성장했지만 성장한 만큼 새로운 고뇌와 시련을 마주하고 있었다. 그중에서도 주인공 미야모리 아오이가 소속된 '무사 애니'는 '3소녀' 이후 제작한 작품들이 연이어 호평을 받으며 탄탄대로를 걷는 듯했지만 어떤 일을 계기로 한 순간에 위기에 빠지게 되는데…",https://movie-phinf.pstatic.net/20200731_229/1596179076382xcIQ4_JPEG/movie_image.jpg?type=m203_290_2
극장판 시티헌터: 신주쿠 프라이빗 아이즈,애니메이션,일본,96분,2020 .06.18 개봉,코다마 켄지,"카미야 아키라(사에바 료 (목소리)), 이쿠라 카즈에(마키무라 카오리 (목소리)), 겐다 테쇼(우미보즈 (목소리))",12세 관람가,"의대생이자 유명한 모델인 ‘신도 아이’는
 의문의 괴한들로부터 목숨의 위협을 받던 중,
 업계 최고의 해결사인 시티헌터 ‘사에바 료’에게 경호를 의뢰한다.
 사에바 료는 파트너 ‘마키무라 카오리’와 함께 그녀를 보호하지만,
 악당들은 포기하지 않고 더욱 거세게 그녀와 시티헌터 일당을 위협한다.
 적들이 상상 이상으로 위험한 집단이라는 것을 알게 된 사에바 료는
 그들의 야욕을 막기 위해 위험천만한 전투에 뛰어드는데…!
 
 시티헌터, 위기에 빠진 도시를 구하라!",https://movie-phinf.pstatic.net/20200604_105/1591249454988SPpia_JPEG/movie_image.jpg?type=m203_290_2
극장판 엉덩이 탐정: 텐텐마을의 수수께끼,애니메이션,일본,61분,2020 .09.24 개봉,시바타 히로키,"김은아(엉덩이탐정 목소리), 소연(브라운 목소리), 홍진욱(말티즈 서장 목소리)",전체 관람가,"엉덩이의 모습을 하고 있지만
 추리는 완벽한 명탐정 ‘엉덩이 탐정’!
 이번에는 엉덩이 댄디와 함께 무당벌레 유적에
 숨겨진 수수께끼를 풀기 위해 나서는데…!",https://movie-phinf.pstatic.net/20200924_161/1600923522860gpssR_JPEG/movie_image.jpg?type=m203_290_2
극장판 요괴워치: 포에버 프렌즈,애니메이션,일본,100분,2020 .10.15 개봉,타카하시 시게하루,"신용우(고귀한), 정혜원(서민), 박리나(천송이)",전체 관람가,"사악한 요괴에게 가족의 영혼을 빼앗긴 ‘서민’은
 영혼을 되찾을 방법을 알고 있는 ‘고귀한’과
 요괴를 보는 소녀 ‘천송이’의 도움으로 요괴워치를 손에 넣는다.
 
 귀요미 요괴 ‘깜냥이’와 요괴 삼총사를 소환한 세 친구는
 소중한 가족을 되찾기 위해 신비롭고 환상적인 요마계로 떠나는데…",https://movie-phinf.pstatic.net/20200929_58/1601347863160qPTVL_JPEG/movie_image.jpg?type=m203_290_2
극장판 원피스 스탬피드,"모험, 액션, 판타지, 애니메이션",일본,101분,2020 .02.13 개봉,오츠카 타카시,"타나카 마유미, 나카이 카즈야, 오카무라 아케미",전체 관람가,"루피를 비롯한 밀짚모자 일당과 해적들은 축제꾼 ‘부에나 페스타’의 초대장을 받고
 세계 최고의 축제 해적 박람회에 모여든다.
 해적왕 로저가 남긴 전설의 보물을 찾기 위한 해적들의 보물 쟁탈전이 시작되고,
 ‘괴물의 후계자’라 불린 사나이 ‘더글라스 불릿’이 난입해 밀짚모자 일당 앞을 가로막는다.
 해적들과 해군, 칠무해, 혁명군까지 가세해 ‘불릿’과 유례없는 대전투가 벌어지고,
 보물 쟁탈전과 해적 박람회는 한 치 앞도 예측할 수 없는 혼란 속으로 빠져드는데...",https://movie-phinf.pstatic.net/20200131_124/15804372063603wOKW_JPEG/movie_image.jpg?type=m203_290_2
